Hanoï,NAM,Hanoï
(,PUN,(
VNA,NAM,VNA
),PUN,)
–,ABR,–
Le,DET:ART,le
11e,NUM,11e
Dialogue,NOM,dialogue
des,PRP:det,du
politiques,ADJ,politique
de,PRP,de
défense,NOM,défense
Vietnam,NAM,Vietnam
-,PUN,-
République,NOM,république
de,PRP,de
Corée,NAM,Corée
2024,NUM,@card@
a,VER:pres,avoir
eu,VER:pper,avoir
lieu,NOM,lieu
le,DET:ART,le
23,NUM,@card@
avril,NOM,avril
à,PRP,à
Hanoï,NAM,Hanoï
.,SENT,.
Le,DET:ART,le
général,NOM,général
de,PRP,de
corps,NOM,corps
d,ADJ,d
',PUN,'
armée,VER:pper,armer
Hoang,NAM,Hoang
Xuan_Chien,NAM,Xuan_Chien
",",PUN,","
vice,ADV,vice
-,PUN,-
ministre,NOM,ministre
vietnamien,ADJ,vietnamien
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
et,KON,et
son,DET:POS,son
homologue,NOM,homologue
sud,ADJ,sud
-,PUN,-
coréen,ADJ,coréen
",",PUN,","
Kim_Seon_Ho,NAM,Kim_Seon_Ho
",",PUN,","
ont,VER:pres,avoir
co,NOM,co
-,PUN,-
présidé,VER:pper,présider
cet,PRO:DEM,ce
événement,NOM,événement
.,SENT,.
Le,DET:ART,le
11e,NUM,11e
Dialogue,NOM,dialogue
des,PRP:det,du
politiques,ADJ,politique
de,PRP,de
défense,NOM,défense
Vietnam,NAM,Vietnam
-,PUN,-
République,NOM,république
de,PRP,de
Corée,NAM,Corée
visait,VER:impf,viser
à,PRP,à
évaluer,VER:infi,évaluer
les,DET:ART,le
résultats,NOM,résultat
de,PRP,de
la,DET:ART,le
coopération,NOM,coopération
en,PRP,en
matière,NOM,matière
de,PRP,de
défense,NOM,défense
entre,PRP,entre
les,DET:ART,le
deux,NUM,deux
pays,NOM,pays
",",PUN,","
à,PRP,à
échanger,VER:infi,échanger
des,PRP:det,du
questions,NOM,question
d,ADJ,d
',PUN,'
intérêt,NOM,intérêt
commun,ADJ,commun
",",PUN,","
à,PRP,à
convenir,VER:infi,convenir
d,VER:futu,d
’,ADJ,’
une,DET:ART,un
direction,NOM,direction
commune,ADJ,commun
pour,PRP,pour
la,DET:ART,le
coopération,NOM,coopération
bilatérale,ADJ,bilatéral
future,ADJ,futur
",",PUN,","
ce,PRO:DEM,ce
promouvant,VER:ppre,promouvoir
une,DET:ART,un
coopération,NOM,coopération
bilatérale,ADJ,bilatéral
de,PRP,de
défense,NOM,défense
de,PRP,de
plus,ADV,plus
en,PRP,en
plus,ADV,plus
approfondie,VER:pper,approfondir
",",PUN,","
efficace,ADJ,efficace
et,KON,et
substantielle,ADJ,substantiel
.,SENT,.
Le,DET:ART,le
général,NOM,général
de,PRP,de
corps,NOM,corps
d,ADJ,d
',PUN,'
armée,VER:pper,armer
Hoang,NAM,Hoang
Xuan_Chien,NAM,Xuan_Chien
a,VER:pres,avoir
remercié,VER:pper,remercier
le,DET:ART,le
gouvernement,NOM,gouvernement
sud,ADJ,sud
-,PUN,-
coréen,ADJ,coréen
d,NOM,d
’,ADJ,’
avoir,VER:infi,avoir
accordé,VER:pper,accorder
des,PRP:det,du
aides,NOM,aide
non,ADV,non
remboursable,ADJ,remboursable
totales,NOM,total
de,PRP,de
34,NUM,@card@
millions,NOM,million
de,PRP,de
dollars,NOM,dollar
au,PRP:det,au
Vietnam,NAM,Vietnam
pour,PRP,pour
mener,VER:infi,mener
à,PRP,à
bien,ADV,bien
des,PRP:det,du
projes,NOM,projes
de,PRP,de
traitement,NOM,traitement
des,PRP:det,du
conséquences,NOM,conséquence
des,PRP:det,du
bombes,NOM,bombe
",",PUN,","
des,PRP:det,du
mines,NOM,mine
et,KON,et
des,PRP:det,du
produits,NOM,produit
chimiques,ADJ,chimique
toxiques,ADJ,toxique
laissés,VER:pper,laisser
par,PRP,par
la,DET:ART,le
guerre,NOM,guerre
au,PRP:det,au
Vietnam,NAM,Vietnam
.,SENT,.
Il,PRO:PER,il
a,VER:pres,avoir
proposé,VER:pper,proposer
que,KON,que
les,DET:ART,le
deux,NUM,deux
parties,NOM,partie
poursuivent,VER:pres,poursuivre
leurs,DET:POS,leur
efforts,NOM,effort
pour,PRP,pour
promouvoir,VER:infi,promouvoir
la,DET:ART,le
coopération,NOM,coopération
",",PUN,","
notamment,ADV,notamment
dans,PRP,dans
les,DET:ART,le
domaines,NOM,domaine
tels,PRO:DEM,tel
que,PRO:REL,que
l,VER:subi,l
’,ADJ,’
éducation,NOM,éducation
et,KON,et
la,DET:ART,le
formation,NOM,formation
;,PUN,;
le,DET:ART,le
dialogue,NOM,dialogue
",",PUN,","
la,DET:ART,le
consultation,NOM,consultation
et,KON,et
l,NOM,l
',PUN,'
échange,NOM,échange
;,PUN,;
l,VER:simp,l
’,ADJ,’
industrie,NOM,industrie
de,PRP,de
défense,NOM,défense
",",PUN,","
le,DET:ART,le
commerce,NOM,commerce
militaire,ADJ,militaire
;,PUN,;
l,VER:pper,l
',PUN,'
opération,NOM,opération
de,PRP,de
lmaintien,NOM,lmaintien
de,PRP,de
la,DET:ART,le
paix,NOM,paix
de,PRP,de
l,NOM,l
',PUN,'
ONU,ABR,ONU
...,PUN,...
Il,PRO:PER,il
a,VER:pres,avoir
également,ADV,également
affirmé,VER:pper,affirmer
que,KON,que
le,DET:ART,le
ministère,NOM,ministère
vietnamien,ADJ,vietnamien
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
était,VER:impf,être
prêt,ADJ,prêt
à,PRP,à
accueillir,VER:infi,accueillir
des,PRP:det,du
officiers,NOM,officier
sud,ADJ,sud
-,PUN,-
coréens,ADJ,coréen
de,PRP,de
haut,ADJ,haut
rang,NOM,rang
au,PRP:det,au
Vietnam,NAM,Vietnam
pour,PRP,pour
suivre,VER:infi,suivre
le,DET:ART,le
cours,NOM,cours|cour
de,PRP,de
formation,NOM,formation
professionnelle,ADJ,professionnel
à,PRP,à
l,NOM,l
',PUN,'
Académie,NAM,Académie
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
et,KON,et
les,DET:ART,le
cours,NOM,cours|cour
de,PRP,de
langue,NOM,langue
vietnamienne,ADJ,vietnamien
à,PRP,à
l,NOM,l
',PUN,'
Académie,NAM,Académie
des,PRP:det,du
sciences,NOM,science
militaires,ADJ,militaire
.,SENT,.
Le_vice,NAM,Le_vice
-,PUN,-
ministre,NOM,ministre
sud,ADJ,sud
-,PUN,-
coréen,ADJ,coréen
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
",",PUN,","
Kim_Seon_Ho,NAM,Kim_Seon_Ho
",",PUN,","
a,VER:pres,avoir
affirmé,VER:pper,affirmer
que,KON,que
la,DET:ART,le
République,NOM,république
de,PRP,de
Corée,NAM,Corée
souhaitait,VER:impf,souhaiter
élargir,VER:infi,élargir
la,DET:ART,le
coopération,NOM,coopération
en,PRP,en
matière,NOM,matière
de,PRP,de
défense,NOM,défense
avec,PRP,avec
le,DET:ART,le
Vietnam,NAM,Vietnam
et,KON,et
a,VER:pres,avoir
proposé,VER:pper,proposer
que,KON,que
les,DET:ART,le
deux,NUM,deux
parties,NOM,partie
maintiennent,VER:pres,maintenir
les,DET:ART,le
domaines,NOM,domaine
de,PRP,de
coopération,NOM,coopération
existants,ADJ,existant
",",PUN,","
tout,ADV,tout
en,PRP,en
développant,VER:ppre,développer
de,PRP,de
nouveaux,ADJ,nouveau
domaines,NOM,domaine
de,PRP,de
coopération,NOM,coopération
.,SENT,.
