Hanoi,NAM,Hanoi
(,PUN,(
VNA,NAM,VNA
),PUN,)
-,PUN,-
Le,DET:ART,le
journal,NOM,journal
électronique,ADJ,électronique
mexicain,ADJ,mexicain
«,PUN:cit,«
Regeneración,NAM,Regeneración
»,PUN:cit,»
a,VER:pres,avoir
publié,VER:pper,publier
l,ADJ,l
',PUN,'
article,VER:pres,articler
intitulé,VER:pper,intituler
«,PUN:cit,«
Vietnam,NAM,Vietnam
:,PUN,:
49,NUM,@card@
ans,NOM,an
du,PRP:det,du
Jour,NOM,jour
de,PRP,de
Libération,NOM,libération
du,PRP:det,du
Sud,NOM,Sud
et,KON,et
de,PRP,de
Réunification,NOM,réunification
nationale,ADJ,national
:,PUN,:
page,NOM,page
d,ADJ,d
',PUN,'
or,NOM,or
de,PRP,de
l,NOM,l
',PUN,'
Histoire,NAM,Histoire
»,PUN:cit,»
soulignant,VER:ppre,souligner
l,NOM,l
',PUN,'
importance,NOM,importance
historique,ADJ,historique
de,PRP,de
la,DET:ART,le
victoire,NOM,victoire
du,PRP:det,du
30,NUM,@card@
avril,NOM,avril
1975,NUM,@card@
",",PUN,","
ainsi,KON,ainsi
que,KON,que
les,DET:ART,le
réalisations,NOM,réalisation
réalisées,VER:pper,réaliser
par,PRP,par
le,DET:ART,le
pays,NOM,pays
indochinois,ADJ,indochinois
en,PRP,en
matière,NOM,matière
de,PRP,de
construction,NOM,construction
nationale,ADJ,national
",",PUN,","
de,PRP,de
défense,NOM,défense
et,KON,et
de,PRP,de
développement,NOM,développement
.,SENT,.
L,NUM,L
',PUN,'
article,NOM,article
de,PRP,de
l,NOM,l
',PUN,'
auteur,NOM,auteur
Pedro,NAM,Pedro
Gellert,NAM,Gellert
souligne,VER:pres,souligner
que,KON,que
l,VER:subi,l
',PUN,'
histoire,NOM,histoire
du,PRP:det,du
Vietnam,NAM,Vietnam
est,VER:pres,être
à,PRP,à
jamais,ADV,jamais
marquée,VER:pper,marquer
par,PRP,par
le,DET:ART,le
moment,NOM,moment
de,PRP,de
la,DET:ART,le
victoire,NOM,victoire
du,PRP:det,du
30,NUM,@card@
avril,NOM,avril
1975,NUM,@card@
",",PUN,","
lorsque,KON,lorsque
le,DET:ART,le
drapeau,NOM,drapeau
révolutionnaire,ADJ,révolutionnaire
a,VER:pres,avoir
flotté,VER:pper,flotter
sur,PRP,sur
le,DET:ART,le
toit,NOM,toit
du,PRP:det,du
Palais,NOM,palais
de,PRP,de
l,NOM,l
',PUN,'
Indépendance,NOM,indépendance
",",PUN,","
dernier,ADJ,dernier
bastion,NOM,bastion
de,PRP,de
l,NOM,l
’,ABR,’
Autorité,NOM,autorité
de,PRP,de
Saigon,NOM,Saigon
.,SENT,.
Une,DET:ART,un
journée,NOM,journée
pleine,ADJ,plein
de,PRP,de
joie,NOM,joie
",",PUN,","
puisque,KON,puisque
le,DET:ART,le
Nord,NOM,Nord
et,KON,et
le,DET:ART,le
Sud,NOM,Sud
étaient,VER:impf,être
réunis,VER:pper,réunir
sous,PRP,sous
une,DET:ART,un
seule,ADJ,seul
administration,NOM,administration
.,SENT,.
La_victoire,NOM,La_victoire
du,PRP:det,du
30,NUM,@card@
avril,NOM,avril
1975,NUM,@card@
a,VER:pres,avoir
démontré,VER:pper,démontrer
non,ADV,non
seulement,ADV,seulement
l,VER:pper,l
',PUN,'
intelligence,NOM,intelligence
et,KON,et
la,DET:ART,le
capacité,NOM,capacité
stratégique,ADJ,stratégique
du,PRP:det,du
Parti,NOM,parti
communiste,ADJ,communiste
du,PRP:det,du
Vietnam,NAM,Vietnam
(,PUN,(
PCV,NAM,PCV
),PUN,)
dirigé,VER:pper,diriger
par,PRP,par
le,DET:ART,le
héros,NOM,héros
national,ADJ,national
",",PUN,","
le,DET:ART,le
légendaire,ADJ,légendaire
Hô,NAM,Hô
Chi_Minh,NAM,Chi_Minh
",",PUN,","
à,PRP,à
diriger,VER:infi,diriger
la,DET:ART,le
guerre,NOM,guerre
révolutionnaire,ADJ,révolutionnaire
",",PUN,","
mais,KON,mais
aussi,ADV,aussi
l,VER:pper,l
',PUN,'
esprit,NOM,esprit
rebelle,ADJ,rebelle
du,PRP:det,du
peuple,NOM,peuple
.,SENT,.
Les,DET:ART,le
Vietnamiens,NOM,vietnamien
dans,PRP,dans
la,DET:ART,le
lutte,NOM,lutte
contre,PRP,contre
les,DET:ART,le
envahisseurs,NOM,envahisseur
",",PUN,","
souligne,VER:pres,souligner
le,DET:ART,le
journal,NOM,journal
électronique,ADJ,électronique
.,SENT,.
Il,PRO:PER,il
a,VER:pres,avoir
également,ADV,également
souligné,VER:pper,souligner
que,KON,que
cette,PRO:DEM,ce
victoire,NOM,victoire
mettait,VER:impf,mettre
fin,NOM,fin
à,PRP,à
plus,ADV,plus
d,ADJ,d
',PUN,'
un,DET:ART,un
siècle,NOM,siècle
de,PRP,de
colonialisme,NOM,colonialisme
",",PUN,","
ouvrant,VER:ppre,ouvrir|ouvrer
une,DET:ART,un
nouvelle,ADJ,nouveau
ère,NOM,ère
pour,PRP,pour
la,DET:ART,le
nation,NOM,nation
",",PUN,","
celle,PRO:DEM,celui
de,PRP,de
la,DET:ART,le
paix,NOM,paix
et,KON,et
de,PRP,de
l,NOM,l
',PUN,'
indépendance,NOM,indépendance
nationale,ADJ,national
orientée,VER:pper,orienter
vers,PRP,vers
le,DET:ART,le
socialisme,NOM,socialisme
.,SENT,.
Dans,PRP,dans
le,DET:ART,le
même,ADJ,même
temps,NOM,temps
",",PUN,","
l,NOM,l
',PUN,'
exploit,NOM,exploit
du,PRP:det,du
peuple,NOM,peuple
vietnamien,ADJ,vietnamien
a,VER:pres,avoir
été,VER:pper,être
un,DET:ART,un
triomphe,NOM,triomphe
commun,ADJ,commun
pour,PRP,pour
les,DET:ART,le
forces,NOM,force|forces
progressistes,ADJ,progressiste
du,PRP:det,du
monde,NOM,monde
entier,ADJ,entier
",",PUN,","
laissant,VER:ppre,laisser
derrière,PRP,derrière
lui,PRO:PER,lui
la,DET:ART,le
leçon,NOM,leçon
selon,PRP,selon
laquelle,PRO:REL,lequel
il,PRO:PER,il
est,VER:pres,être
possible,ADJ,possible
de,PRP,de
renverser,VER:infi,renverser
l,VER:pper,l
',PUN,'
empire,NOM,empire
avec,PRP,avec
un,DET:ART,un
peuple,NOM,peuple
conscient,ADJ,conscient
et,KON,et
mobilisé,VER:pper,mobiliser
",",PUN,","
une,DET:ART,un
direction,NOM,direction
et,KON,et
une,DET:ART,un
ligne,NOM,ligne
politique,ADJ,politique
révolutionnaires,ADJ,révolutionnaire
",",PUN,","
ainsi,KON,ainsi
que,KON,que
la,DET:ART,le
solidarité,NOM,solidarité
et,KON,et
le,DET:ART,le
soutien,NOM,soutien
international,ADJ,international
.,SENT,.
Selon,PRP,selon
l,NOM,l
',PUN,'
auteur,NOM,auteur
de,PRP,de
l,NOM,l
',PUN,'
article,NOM,article
",",PUN,","
l,NOM,l
',PUN,'
achèvement,NOM,achèvement
de,PRP,de
la,DET:ART,le
réunification,NOM,réunification
nationale,ADJ,national
a,VER:pres,avoir
créé,VER:pper,créer
les,DET:ART,le
conditions,NOM,condition
politiques,ADJ,politique
fondamentales,ADJ,fondamental
pour,PRP,pour
promouvoir,VER:infi,promouvoir
globalement,ADV,globalement
la,DET:ART,le
force,NOM,force
du,PRP:det,du
développement,NOM,développement
du,PRP:det,du
Vietnam,NAM,Vietnam
",",PUN,","
progresser,VER:infi,progresser
vers,PRP,vers
le,DET:ART,le
socialisme,NOM,socialisme
",",PUN,","
protéger,VER:infi,protéger
la,DET:ART,le
Patrie,NOM,patrie
et,KON,et
élargir,VER:infi,élargir
les,DET:ART,le
relations,NOM,relation
avec,PRP,avec
tous,PRO:IND,tout
les,DET:ART,le
pays,NOM,pays
du,PRP:det,du
monde,NOM,monde
.,SENT,.
Après,PRP,après
49,NUM,@card@
ans,NOM,an
depuis,PRP,depuis
le,DET:ART,le
Jour,NOM,jour
de,PRP,de
la,DET:ART,le
Libération,NOM,libération
du,PRP:det,du
Sud,NOM,Sud
et,KON,et
de,PRP,de
la,DET:ART,le
Réunification,NOM,réunification
nationale,ADJ,national
",",PUN,","
le,DET:ART,le
Vietnam,NAM,Vietnam
continue,VER:pres,continuer
de,PRP,de
déployer,VER:infi,déployer
des,PRP:det,du
efforts,NOM,effort
constants,ADJ,constant
pour,PRP,pour
améliorer,VER:infi,améliorer
toujours,ADV,toujours
plus,ADV,plus
les,DET:ART,le
conditions,NOM,condition
de,PRP,de
vie,NOM,vie
de,PRP,de
son,DET:POS,son
peuple,NOM,peuple
",",PUN,","
a,VER:pres,avoir
souligné,VER:pper,souligner
Pedro_Gellert,NAM,Pedro_Gellert
",",PUN,","
précisant,VER:ppre,préciser
en,PRP,en
même,ADJ,même
temps,NOM,temps
que,KON,que
la,DET:ART,le
croissance,NOM,croissance
du,PRP:det,du
PIB,NOM,pib
du,PRP:det,du
pays,NOM,pays
indochinois,ADJ,indochinois
au,PRP:det,au
cours,NOM,cours|cour
des,PRP:det,du
30,NUM,@card@
dernières,ADJ,dernier
années,NOM,année
est,VER:pres,être
parmi,PRP,parmi
les,DET:ART,le
plus,ADV,plus
élevées,VER:pper,élever
au,PRP:det,au
monde,NOM,monde
",",PUN,","
avec,PRP,avec
des,PRP:det,du
augmentations,NOM,augmentation
annuelles,ADJ,annuel
moyennes,ADJ,moyen
de,PRP,de
6,NUM,@card@
à,PRP,à
6,NUM,@card@
",",PUN,","
5,NUM,@card@
%,SYM,%
.,SENT,.
Actuellement,ADV,actuellement
",",PUN,","
le,DET:ART,le
Vietnam,NAM,Vietnam
est,VER:pres,être
également,ADV,également
l,VER:cond,l
’,ABR,’
une,NUM,un
des,PRP:det,du
destinations,NOM,destination
les,DET:ART,le
plus,ADV,plus
importantes,ADJ,important
pour,PRP,pour
les,DET:ART,le
investissements,NOM,investissement
étrangers,ADJ,étranger
.,SENT,.
En,PRP,en
2023,NUM,@card@
",",PUN,","
les,DET:ART,le
investissements,NOM,investissement
internationaux,ADJ,international
directs,ADJ,direct
vers,PRP,vers
le,DET:ART,le
pays,NOM,pays
indochinois,ADJ,indochinois
s,NOM,s
',PUN,'
élevaient,VER:impf,élever
à,PRP,à
36,NUM,@card@
",",PUN,","
6,NUM,@card@
milliards,NOM,milliard
de,PRP,de
dollars,NOM,dollar
",",PUN,","
soit,KON,soit
une,DET:ART,un
augmentation,NOM,augmentation
de,PRP,de
32,NUM,@card@
%,SYM,%
par,PRP,par
rapport,NOM,rapport
à,PRP,à
l,NOM,l
',PUN,'
année,NOM,année
précédente,ADJ,précédent
.,SENT,.
En,PRP,en
ce,PRO:DEM,ce
qui,PRO:REL,qui
concerne,VER:pres,concerner
les,DET:ART,le
relations,NOM,relation
extérieures,ADJ,extérieur
",",PUN,","
le,DET:ART,le
journal,NOM,journal
«,PUN:cit,«
Régénération,NOM,régénération
»,PUN:cit,»
a,VER:pres,avoir
réitéré,VER:pper,réitérer
que,KON,que
la,DET:ART,le
position,NOM,position
et,KON,et
le,DET:ART,le
prestige,NOM,prestige
du,PRP:det,du
Vietnam,NAM,Vietnam
se,PRO:PER,se
sont,VER:pres,être
de,PRP,de
plus,ADV,plus
en,PRP,en
