Le_vice,NAM,Le_vice
-,PUN,-
ministre,NOM,ministre
des,PRP:det,du
Affaires,NOM,affaire
étrangères,ADJ,étranger
",",PUN,","
Do,NOM,do
Hung_Viet,NAM,Hung_Viet
",",PUN,","
dirigera,VER:futu,diriger
une,DET:ART,un
délégation,NOM,délégation
vietnamienne,ADJ,vietnamien
pour,PRP,pour
participer,VER:infi,participer
à,PRP,à
une,DET:ART,un
séance,NOM,séance
de,PRP,de
dialogue,NOM,dialogue
sur,PRP,sur
le,DET:ART,le
rapport,NOM,rapport
national,ADJ,national
du,PRP:det,du
Vietnam,NAM,Vietnam
concernant,VER:ppre,concerner
la,DET:ART,le
défense,NOM,défense
et,KON,et
la,DET:ART,le
promotion,NOM,promotion
des,PRP:det,du
droits,NOM,droit
de,PRP,de
l,NOM,l
',PUN,'
homme,NOM,homme
dans,PRP,dans
le,DET:ART,le
cadre,NOM,cadre
du,PRP:det,du
4e,NUM,4e
cycle,NOM,cycle
de,PRP,de
l,NOM,l
',PUN,'
examen,NOM,examen
périodique,ADJ,périodique
universel,ADJ,universel
(,PUN,(
EPU,NAM,EPU
),PUN,)
",",PUN,","
le,DET:ART,le
7,NUM,@card@
mai,NOM,mai
.,SENT,.
Genève,NAM,Genève
(,PUN,(
VNA,NAM,VNA
),PUN,)
-,PUN,-
Le_vice,NAM,Le_vice
-,PUN,-
ministre,NOM,ministre
des,PRP:det,du
Affaires,NOM,affaire
étrangères,ADJ,étranger
",",PUN,","
Do,NOM,do
Hung_Viet,NAM,Hung_Viet
",",PUN,","
dirigera,VER:futu,diriger
une,DET:ART,un
délégation,NOM,délégation
vietnamienne,ADJ,vietnamien
pour,PRP,pour
participer,VER:infi,participer
à,PRP,à
une,DET:ART,un
séance,NOM,séance
de,PRP,de
dialogue,NOM,dialogue
sur,PRP,sur
le,DET:ART,le
rapport,NOM,rapport
national,ADJ,national
du,PRP:det,du
Vietnam,NAM,Vietnam
concernant,VER:ppre,concerner
la,DET:ART,le
défense,NOM,défense
et,KON,et
la,DET:ART,le
promotion,NOM,promotion
des,PRP:det,du
droits,NOM,droit
de,PRP,de
l,NOM,l
',PUN,'
homme,NOM,homme
dans,PRP,dans
le,DET:ART,le
cadre,NOM,cadre
du,PRP:det,du
4e,NUM,4e
cycle,NOM,cycle
de,PRP,de
l,NOM,l
',PUN,'
examen,NOM,examen
périodique,ADJ,périodique
universel,ADJ,universel
(,PUN,(
EPU,NAM,EPU
),PUN,)
",",PUN,","
le,DET:ART,le
7,NUM,@card@
mai,NOM,mai
.,SENT,.
Le,DET:ART,le
Vietnam,NAM,Vietnam
soutient,VER:pres,soutenir
le,DET:ART,le
mécanisme,NOM,mécanisme
d,ADJ,d
',PUN,'
EPU,NOM,EPU
du,PRP:det,du
Conseil,NOM,conseil
des,PRP:det,du
droits,NOM,droit
de,PRP,de
l,NOM,l
',PUN,'
homme,NOM,homme
des,PRP:det,du
Nations_Unies,NOM,Nations_Unies
",",PUN,","
élabore,VER:pres,élaborer
sérieusement,ADV,sérieusement
des,PRP:det,du
rapports,NOM,rapport
nationaux,ADJ,national
",",PUN,","
des,PRP:det,du
plans,NOM,plan
d,ADJ,d
',PUN,'
action,NOM,action
et,KON,et
met,VER:pres,mettre
en,PRO:PER,en
œuvre,VER:pres,œuvrer
efficacement,ADV,efficacement
les,DET:ART,le
recommandations,NOM,recommandation
que,KON,que
le,DET:ART,le
Vietnam,NAM,Vietnam
a,VER:pres,avoir
acceptées,VER:pper,accepter
lors,ADV,lors
des,PRP:det,du
trois,NUM,trois
cycles,NOM,cycle
précédents,ADJ,précédent
de,PRP,de
l,NOM,l
',PUN,'
