Hanoi,NAM,Hanoi
Président,NOM,Président
Hô,NAM,Hô
Chi_Minh,NAM,Chi_Minh
.,SENT,.
La,DET:ART,le
victoire,NOM,victoire
est,VER:pres,être
devenue,VER:pper,devenir
un,DET:ART,un
symbole,NOM,symbole
de,PRP,de
l,NOM,l
’,ABR,’
héroïsme,NOM,héroïsme
révolutionnaire,ADJ,révolutionnaire
ainsi,ADV,ainsi
que,KON,que
de,PRP,de
la,DET:ART,le
sagesse,NOM,sagesse
",",PUN,","
du,PRP:det,du
courage,NOM,courage
et,KON,et
de,PRP,de
la,DET:ART,le
volonté,NOM,volonté
indomptable,ADJ,indomptable
du,PRP:det,du
pays,NOM,pays
pour,PRP,pour
l,NOM,l
’,ADJ,’
indépendance,NOM,indépendance
et,KON,et
la,DET:ART,le
liberté,NOM,liberté
nationales,ADJ,national
.,SENT,.
Sept,NUM,sept
décennies,NOM,décennie
se,PRO:PER,se
sont,VER:pres,être
écoulées,VER:pper,écouler
",",PUN,","
mais,KON,mais
la,DET:ART,le
stature,NOM,stature
",",PUN,","
la,DET:ART,le
signification,NOM,signification
et,KON,et
les,DET:ART,le
leçons,NOM,leçon
tirées,VER:pper,tirer
de,PRP,de
cette,PRO:DEM,ce
grande,ADJ,grand
victoire,NOM,victoire
restent,VER:pres,rester
valables,ADJ,valable
",",PUN,","
étant,VER:ppre,être
une,DET:ART,un
source,NOM,source
de,PRP,de
grand,ADJ,grand
encouragement,NOM,encouragement
pour,PRP,pour
la,DET:ART,le
nation,NOM,nation
tout,ADV,tout
entière,ADJ,entier
dans,PRP,dans
l,NOM,l
’,ADJ,’
édification,NOM,édification
et,KON,et
le,DET:ART,le
développement,NOM,développement
nationaux,ADJ,national
aujourd,NOM,aujourd
',PUN,'
hui,VER:pper,hui
.,SENT,.
Ce,PRO:DEM,ce
sont,VER:pres,être
des,PRP:det,du
leçons,NOM,leçon
sur,PRP,sur
la,DET:ART,le
voie,NOM,voie
de,PRP,de
la,DET:ART,le
résistance,NOM,résistance
;,PUN,;
la,DET:ART,le
promotion,NOM,promotion
de,PRP,de
la,DET:ART,le
force,NOM,force
d,VER:futu,d
’,ADJ,’
une,DET:ART,un
grande,ADJ,grand
union,NOM,union
nationale,ADJ,national
et,KON,et
d,ADJ,d
’,NAM,’
une,DET:ART,un
solidarité,NOM,solidarité
internationale,ADJ,international
;,PUN,;
la,DET:ART,le
construction,NOM,construction
de,PRP,de
forces,NOM,force|forces
politiques,ADJ,politique
et,KON,et
de,PRP,de
forces,NOM,force|forces
armées,VER:pper,armer
;,PUN,;
la,DET:ART,le
science,NOM,science
et,KON,et
l,NOM,l
',PUN,'
art,NOM,art
militaires,ADJ,militaire
;,PUN,;
le,DET:ART,le
travail,NOM,travail
de,PRP,de
politique,NOM,politique
",",PUN,","
d,NOM,d
',PUN,'
idéologie,NOM,idéologie
",",PUN,","
de,PRP,de
conseil,NOM,conseil
",",PUN,","
de,PRP,de
logistique,NOM,logistique
et,KON,et
de,PRP,de
communication,NOM,communication
;,PUN,;
la,DET:ART,le
coordination,NOM,coordination
entre,PRP,entre
agences,NOM,agence
et,KON,et
unités,NOM,unité
",",PUN,","
entre,PRP,entre
l,NOM,l
',PUN,'
arrière,ADV,arrière
et,KON,et
la,DET:ART,le
ligne,NOM,ligne
de,PRP,de
front,NOM,front
",",PUN,","
entre,PRP,entre
zones,NOM,zone
libres,ADJ,libre
et,KON,et
zones,NOM,zone
occupées,VER:pper,occuper
par,PRP,par
ennemi,NOM,ennemi
.,SENT,.
Pourriez,VER:cond,pouvoir
-,PUN,-
vous,PRO:PER,vous
nous,PRO:PER,nous
dire,VER:infi,dire
comment,ADV,comment
le,DET:ART,le
ministère,NOM,ministère
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
se,PRO:PER,se
prépare,VER:pres,préparer
à,PRP,à
la,DET:ART,le
commémoration,NOM,commémoration
du,PRP:det,du
70e,ADJ,70e
anniversaire,NOM,anniversaire
de,PRP,de
la,DET:ART,le
victoire,NOM,victoire
de,PRP,de
Diên_Biên_Phu,NAM,Diên_Biên_Phu
?,SENT,?
À,PRP,à
l,NOM,l
',PUN,'
occasion,NOM,occasion
du,PRP:det,du
70e,ADJ,70e
anniversaire,NOM,anniversaire
de,PRP,de
la,DET:ART,le
victoire,NOM,victoire
de,PRP,de
Diên_Biên_Phu,NAM,Diên_Biên_Phu
",",PUN,","
sous,PRP,sous
la,DET:ART,le
direction,NOM,direction
du,PRP:det,du
Secrétariat,NOM,secrétariat
du,PRP:det,du
Comité,NOM,comité
central,ADJ,central
(,PUN,(
CC,NAM,CC
),PUN,)
du,PRP:det,du
Parti,NOM,parti
et,KON,et
du,PRP:det,du
Comité,NOM,comité
central,ADJ,central
de,PRP,de
pilotage,NOM,pilotage
pour,PRP,pour
la,DET:ART,le
célébration,NOM,célébration
des,PRP:det,du
grands,ADJ,grand
événements,NOM,événement
pendant,PRP,pendant
trois,NUM,trois
ans,NOM,an
2023,NUM,@card@
-,PUN,-
2025,NUM,@card@
",",PUN,","
le,DET:ART,le
ministère,NOM,ministère
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
s,ADJ,s
',PUN,'
associe,VER:pres,associer
à,PRP,à
la,DET:ART,le
province,NOM,province
de,PRP,de
Diên_Biên,NAM,Diên_Biên
et,KON,et
aux,PRP:det,au
ministères,NOM,ministère
et,KON,et
secteurs,NOM,secteur
compétents,ADJ,compétent
pour,PRP,pour
mettre,VER:infi,mettre
en,PRP,en
œuvre,NOM,œuvre
d,VER:cond,d
’,ADJ,’
urgence,NOM,urgence
les,DET:ART,le
missions,NOM,mission
assignées,VER:pper,assigner
.,SENT,.
Premièrement,ADV,premièrement
",",PUN,","
le,DET:ART,le
ministère,NOM,ministère
travaille,VER:pres,travailler
en,PRP,en
étroite,ADJ,étroit
collaboration,NOM,collaboration
avec,PRP,avec
le,DET:ART,le
ministère,NOM,ministère
de,PRP,de
la,DET:ART,le
Sécurité,NOM,sécurité
publique,ADJ,publique
et,KON,et
la,DET:ART,le
province,NOM,province
de,PRP,de
Diên_Biên,NAM,Diên_Biên
pour,PRP,pour
organiser,VER:infi,organiser
un,DET:ART,un
entraînement,NOM,entraînement
en,PRP,en
vue,NOM,vue
d,ADJ,d
',PUN,'
un,DET:ART,un
grand,ADJ,grand
défilé,NOM,défilé
militaire,ADJ,militaire
pour,PRP,pour
marquer,VER:infi,marquer
cet,PRO:DEM,ce
anniversaire,NOM,anniversaire
.,SENT,.
Deuxièmement,ADV,deuxièmement
",",PUN,","
le,DET:ART,le
ministère,NOM,ministère
dirige,VER:pres,diriger
l,VER:pper,l
',PUN,'
accélération,NOM,accélération
des,PRP:det,du
activités,NOM,activité
de,PRP,de
communication,NOM,communication
",",PUN,","
des,PRP:det,du
campagnes,NOM,campagne
d,ADJ,d
',PUN,'
émulation,NOM,émulation
patriotique,ADJ,patriotique
ainsi,KON,ainsi
que,KON,que
des,PRP:det,du
compétitions,NOM,compétition
culturelles,ADJ,culturel
et,KON,et
sportives,ADJ,sportif
au,PRP:det,au
sein,NOM,sein
de,PRP,de
l,NOM,l
',PUN,'
armée,VER:pper,armer
.,SENT,.
Troisièmement,ADV,troisièmement
",",PUN,","
le,DET:ART,le
ministère,NOM,ministère
dirige,VER:pres,diriger
l,VER:pper,l
',PUN,'
organisation,NOM,organisation
d,ADJ,d
',PUN,'
événements,NOM,événement
politiques,ADJ,politique
",",PUN,","
de,PRP,de
débats,NOM,débat
et,KON,et
de,PRP,de
conférences,NOM,conférence
scientifiques,ADJ,scientifique
sur,PRP,sur
cette,PRO:DEM,ce
victoire,NOM,victoire
.,SENT,.
En,PRP,en
particulier,ADJ,particulier
",",PUN,","
sous,PRP,sous
la,DET:ART,le
direction,NOM,direction
du,PRP:det,du
Secrétariat,NOM,secrétariat
du,PRP:det,du
CC,NAM,CC
du,PRP:det,du
Parti,NOM,parti
",",PUN,","
le,DET:ART,le
ministère,NOM,ministère
s,ADJ,s
',PUN,'
est,VER:pres,être
coordonné,VER:pper,coordonner
avec,PRP,avec
la,DET:ART,le
Commission,NOM,commission
centrale,ADJ,central
de,PRP,de
la,DET:ART,le
sensibilisation,NOM,sensibilisation
et,KON,et
de,PRP,de
l,NOM,l
’,ADJ,’
éducation,NOM,éducation
du,PRP:det,du
Parti,NOM,parti
",",PUN,","
le,DET:ART,le
ministère,NOM,ministère
de,PRP,de
la,DET:ART,le
Sécurité,NOM,sécurité
publique,ADJ,publique
",",PUN,","
l,ADJ,l
',PUN,'
Académie,NAM,Académie
nationale,ADJ,national
politique,NOM,politique
de,PRP,de
Hô,NAM,Hô
Chi,NOM,chi
Minh,NAM,Minh
et,KON,et
la,DET:ART,le
province,NOM,province
de,PRP,de
Diên_Biên,NAM,Diên_Biên
pour,PRP,pour
organiser,VER:infi,organiser
",",PUN,","
le,DET:ART,le
11,NUM,@card@
avril,NOM,avril
dans,PRP,dans
la,DET:ART,le
ville,NOM,ville
de,PRP,de
Diên_Biên,NAM,Diên_Biên
",",PUN,","
une,DET:ART,un
conférence,NOM,conférence
scientifique,ADJ,scientifique
nationale,ADJ,national
sur,PRP,sur
l,NOM,l
',PUN,'
importance,NOM,importance
de,PRP,de
la,DET:ART,le
victoire,NOM,victoire
de,PRP,de
Diên_Biên,NAM,Diên_Biên
Phu_pour,NAM,Phu_pour
l,VER:futu,l
’,ADJ,’
oeuvre,NOM,œuvre
d,VER:simp,d
’,ADJ,’
édification,NOM,édification
et,KON,et
défense,NOM,défense
de,PRP,de
la,DET:ART,le
Patrie,NOM,patrie
socialiste,ADJ,socialiste
du,PRP:det,du
Vietnam,NAM,Vietnam
.,SENT,.
Quatrièmement,ADV,quatrièmement
",",PUN,","
le,DET:ART,le
ministère,NOM,ministère
a,VER:pres,avoir
mené,VER:pper,mener
diverses,ADJ,divers
activités,NOM,activité
de,PRP,de
mobilisation,NOM,mobilisation
de,PRP,de
masse,NOM,masse
et,KON,et
sociales,ADJ,social
.,SENT,.
Le_ministère,NAM,Le_ministère
a,VER:pres,avoir
aidé,VER:pper,aider
à,PRP,à
la,DET:ART,le
construction,NOM,construction
de,PRP,de
l,NOM,l
',PUN,'
école,NOM,école
primaire,ADJ,primaire
et,KON,et
du,PRP:det,du
collège,NOM,collège
de,PRP,de
Diên_Biên,NAM,Diên_Biên
dans,PRP,dans
la,DET:ART,le
commune,NOM,commune
de,PRP,de
Thanh_Xuong,NAM,Thanh_Xuong
",",PUN,","
district,NOM,district
de,PRP,de
Diên_Biên,NAM,Diên_Biên
.,SENT,.
Il,PRO:PER,il
a,VER:pres,avoir
soutenu,VER:pper,soutenir
la,DET:ART,le
construction,NOM,construction
de,PRP,de
300,NUM,@card@
maisons,NOM,maison
d,ADJ,d
',PUN,'
une,DET:ART,un
valeur,NOM,valeur
de,PRP,de
plus,ADV,plus
de,PRP,de
100,NUM,@card@
milliards,NOM,milliard
de,PRP,de
dôngs,NOM,dôngs
(,PUN,(
3,NUM,@card@
",",PUN,","
99,NUM,@card@
millions,NOM,million
de,PRP,de
dollars,NOM,dollar
),PUN,)
dans,PRP,dans
la,DET:ART,le
localité,NOM,localité
.,SENT,.
Le_ministère,NAM,Le_ministère
a,VER:pres,avoir
également,ADV,également
travaillé,VER:pper,travailler
avec,PRP,avec
l,NOM,l
’,ADJ,’
Association,NOM,association
des,PRP:det,du
anciens,NOM,ancien
combattants,ADJ,combattant
du,PRP:det,du
Vietnam,NAM,Vietnam
pour,PRP,pour
organiser,VER:infi,organiser
une,DET:ART,un
rencontre,NOM,rencontre
à,PRP,à
Hanoï,NAM,Hanoï
entre,PRP,entre
des,PRP:det,du
dirigeants,NOM,dirigeant
du,PRP:det,du
Parti,NOM,parti
et,KON,et
de,PRP,de
l,ADJ,l
’,NAM,’
État,NAM,État
et,KON,et
les,DET:ART,le
représentants,NOM,représentant
des,PRP:det,du
anciens,NOM,ancien
combattants,ADJ,combattant
et,KON,et
des,PRP:det,du
anciens,ADJ,ancien
jeunes,NOM,jeune
volontaires,ADJ,volontaire
engagés,VER:pper,engager
dans,PRP,dans
la,DET:ART,le
résistance,NOM,résistance
.,SENT,.
Le,DET:ART,le
ministère,NOM,ministère
s,ADJ,s
',PUN,'
est,VER:pres,être
également,ADV,également
coordonné,VER:pper,coordonner
avec,PRP,avec
le,DET:ART,le
ministère,NOM,ministère
de,PRP,de
la,DET:ART,le
Sécurité,NOM,sécurité
publique,ADJ,publique
pour,PRP,pour
assurer,VER:infi,assurer
la,DET:ART,le
sécurité,NOM,sécurité
de,PRP,de
toutes,PRO:IND,tout
les,DET:ART,le
activités,NOM,activité
commémoratives,ADJ,commémoratif
.,SENT,.
Je,PRO:PER,je
suis,VER:pres,être|suivre
convaincu,VER:pper,convaincre
qu,VER:pper,qu
',PUN,'
avec,PRP,avec
la,DET:ART,le
responsabilité,NOM,responsabilité
collective,ADJ,collectif
de,PRP,de
l,NOM,l
',PUN,'
ensemble,ADV,ensemble
du,PRP:det,du
Parti,NOM,parti
",",PUN,","
du,PRP:det,du
peuple,NOM,peuple
et,KON,et
de,PRP,de
l,NOM,l
',PUN,'
armée,VER:pper,armer
",",PUN,","
nous,PRO:PER,nous
organiserons,VER:futu,organiser
avec,PRP,avec
succès,NOM,succès
les,DET:ART,le
activités,NOM,activité
commémoratives,ADJ,commémoratif
.,SENT,.
Quels,PRO:REL,quel
sont,VER:pres,être
les,DET:ART,le
messages,NOM,message
que,KON,que
le,DET:ART,le
ministère,NOM,ministère
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
souhaite,VER:pres,souhaiter
vulgariser,VER:infi,vulgariser
à,PRP,à
travers,NOM,travers
cet,PRO:DEM,ce
événement,NOM,événement
très,ADV,très
significatif,ADJ,significatif
?,SENT,?
Le,DET:ART,le
70e,ADJ,70e
anniversaire,NOM,anniversaire
de,PRP,de
la,DET:ART,le
victoire,NOM,victoire
de,PRP,de
Diên_Biên,NAM,Diên_Biên
Phu_est,NAM,Phu_est
l,VER:futu,l
',PUN,'
occasion,NOM,occasion
pour,PRP,pour
tout,PRO:IND,tout
le,DET:ART,le
Parti,NOM,parti
",",PUN,","
tout,PRO:IND,tout
l,NOM,l
',PUN,'
armée,VER:pper,armer
et,KON,et
tout,ADV,tout
le,DET:ART,le
peuple,NOM,peuple
de,PRP,de
revoir,VER:infi,revoir
la,DET:ART,le
glorieuse,ADJ,glorieux
tradition,NOM,tradition
du,PRP:det,du
peuple,NOM,peuple
vietnamien,ADJ,vietnamien
dans,PRP,dans
la,DET:ART,le
lutte,NOM,lutte
révolutionnaire,ADJ,révolutionnaire
contre,PRP,contre
l,NOM,l
',PUN,'
invasion,NOM,invasion
",",PUN,","
pour,PRP,pour
l,NOM,l
',PUN,'
indépendance,NOM,indépendance
nationale,ADJ,national
et,KON,et
pour,PRP,pour
la,DET:ART,le
réunification,NOM,réunification
du,PRP:det,du
pays,NOM,pays
.,SENT,.
Ce,PRO:DEM,ce
qui,PRO:REL,qui
nous,PRO:PER,nous
a,VER:pres,avoir
conduit,VER:pper,conduire
à,PRP,à
la,DET:ART,le
victoire,NOM,victoire
dans,PRP,dans
la,DET:ART,le
guerre,NOM,guerre
de,PRP,de
résistance,NOM,résistance
révolutionnaire,ADJ,révolutionnaire
nous,PRO:PER,nous
mènera,VER:futu,mener
certainement,ADV,certainement
au,PRP:det,au
succès,NOM,succès
dans,PRP,dans
l,NOM,l
',PUN,'
édification,NOM,édification
et,KON,et
le,DET:ART,le
développement,NOM,développement
du,PRP:det,du
pays,NOM,pays
en,PRP,en
temps,NOM,temps
de,PRP,de
paix,NOM,paix
.,SENT,.
Le,DET:ART,le
premier,NUM,premier
et,KON,et
le,DET:ART,le
plus,ADV,plus
important,ADJ,important
message,NOM,message
que,KON,que
le,DET:ART,le
ministère,NOM,ministère
souhaite,VER:pres,souhaiter
transmettre,VER:infi,transmettre
à,PRP,à
cette,PRO:DEM,ce
occasion,NOM,occasion
est,VER:pres,être
que,KON,que
nous,PRO:PER,nous
devons,VER:pres,devoir
croire,VER:infi,croire
fermement,ADV,fermement
dans,PRP,dans
la,DET:ART,le
ligne,NOM,ligne
révolutionnaire,ADJ,révolutionnaire
et,KON,et
les,DET:ART,le
lignes,NOM,ligne
d,ADJ,d
',PUN,'
édification,NOM,édification
et,KON,et
de,PRP,de
développement,NOM,développement
du,PRP:det,du
pays,NOM,pays
sous,PRP,sous
la,DET:ART,le
direction,NOM,direction
du,PRP:det,du
Parti,NOM,parti
communiste,ADJ,communiste
du,PRP:det,du
Vietnam,NAM,Vietnam
et,KON,et
aussi,ADV,aussi
dans,PRP,dans
la,DET:ART,le
force,NOM,force
de,PRP,de
la,DET:ART,le
nation,NOM,nation
vietnamienne,ADJ,vietnamien
.,SENT,.
