1	Trả	N	O	5	sub
2	lời	V	O	1	nmod
3	phóng_viên	N	O	2	dob
4	TTXVN	Ny	B-ORG	3	nmod
5	thường_trú	V	O	0	root
6	tại	E	O	5	loc
7	Australia	Np	B-LOC	6	pob
8	,	CH	O	5	punct
9	Giáo_sư	N	O	11	sub
10	Hal_Hill	Np	B-PER	9	nmod
11	khẳng_định	V	O	5	dep
12	:	CH	O	11	punct
13	“	CH	O	5	punct
14	Đây	P	O	15	sub
15	là	V	O	5	dep
16	hội_nghị	N	O	15	dob
17	cấp	N	O	16	nmod
18	cao	A	O	17	nmod
19	rất	R	O	20	amod
20	quan_trọng	A	O	16	nmod
21	đối_với	E	O	16	nmod
22	Australia	Np	B-LOC	21	pob
23	vì	E	O	16	prp
24	ASEAN	Ny	B-ORG	25	sub
25	là	V	O	23	dep
26	đối_tác	N	O	25	dob
27	quan_trọng	A	O	26	nmod
28	nhất	R	O	27	amod
29	của	E	O	26	nmod
30	chúng_tôi	P	O	29	pob
31	,	CH	O	5	punct
32	cả	P	O	33	dep
33	về	E	O	29	pmod
34	ngoại_giao	N	O	33	pob
35	cũng	R	O	41	nmod
36	như	C	O	34	coord
37	thương_mại	N	O	36	conj
38	,	CH	O	5	punct
39	hơn	A	O	41	nmod
40	bất_kỳ	R	O	41	nmod
41	quốc_gia	N	O	5	dep
42	giàu_có	N	O	41	nmod
43	nào	P	O	42	nmod
44	khác	A	O	41	nmod
45	trong	E	O	41	loc
46	Tổ_chức	N	O	45	pob
47	Hợp_tác	V	O	46	nmod
48	và	Cc	O	47	coord
49	Phát_triển	V	O	48	conj
50	Kinh_tế	N	O	49	dob
51	(	CH	O	50	punct
52	OECD	Ny	B-ORG	50	nmod
53	)	CH	O	50	punct
54	”	CH	O	5	punct
55	.	CH	O	5	punct

1	Theo	V	O	0	root
2	Giáo	Np	B-ORG	1	dob
3	sư Hal	Np	I-ORG	2	nmod
4	Hill	Np	I-ORG	2	nmod
5	,	CH	O	2	punct
6	Australia	Np	B-LOC	2	nmod
7	có	V	O	1	vmod
8	mối	N	O	7	dob
9	quan_hệ	N	O	8	nmod
10	lâu_dài	A	O	8	nmod
11	với	E	O	8	nmod
12	ASEAN	Ny	B-ORG	11	pob
13	về	E	O	8	nmod
14	mặt	N	O	13	pob
15	lịch_sử	N	O	14	nmod
16	,	CH	O	1	punct
17	là	V	O	1	vmod
18	đối_tác	N	O	17	dob
19	đối_thoại	V	O	18	nmod
20	đầu_tiên	A	O	18	nmod
21	của	E	O	18	nmod
22	ASEAN	Ny	B-ORG	21	pob
23	từ	E	O	18	nmod
24	cách	V	O	23	vmod
25	đây	P	O	24	tmp
26	50	M	O	27	det
27	năm	N	O	24	ext
28	.	CH	O	1	punct

1	Hiện	N	O	5	tmp
2	mối	N	O	5	sub
3	quan_hệ	N	O	2	nmod
4	đó	P	O	2	det
5	trở_nên	V	O	0	root
6	quan_trọng	A	O	5	vmod
7	và	Cc	O	5	coord
8	gắn_kết	V	O	7	conj
9	hơn	A	O	8	vmod
10	bởi	E	O	8	prp
11	có	V	O	10	vmod
12	rất	R	O	14	nmod
13	nhiều	A	O	14	nmod
14	người_dân	N	O	11	dob
15	và	Cc	O	14	coord
16	sinh_viên	N	O	15	conj
17	đến	V	O	14	nmod
18	từ	E	O	17	loc
19	các	L	O	20	det
20	quốc_gia	N	O	18	pob
21	Đông_Nam_Á	Np	B-LOC	20	nmod
22	đang	R	O	23	adv
23	sinh_sống	V	O	20	nmod
24	và	Cc	O	23	coord
25	học_tập	V	O	24	conj
26	tại	E	O	25	loc
27	quốc_gia	N	O	26	pob
28	châu	N	B-LOC	27	nmod
29	Đại_Dương	Np	I-LOC	28	nmod
30	này	P	O	27	det
31	.	CH	O	5	punct

1	Theo	E	O	8	adv
2	ông	N	O	1	pob
3	,	CH	O	8	punct
4	hội_nghị	N	O	8	sub
5	cấp	N	O	4	nmod
6	cao	A	O	5	nmod
7	vừa_qua	X	O	4	x
8	là	V	O	0	root
9	cơ_hội	N	O	8	dob
10	tốt	A	O	9	nmod
11	để	E	O	9	prp
12	Thủ_tướng	N	O	15	sub
13	Australia_Anthony_Albanese	Np	B-PER	12	nmod
14	có_thể	R	O	15	adv
15	gặp_gỡ	V	O	11	dep
16	và	Cc	O	15	coord
17	đối_thoại	V	O	16	conj
18	với	E	O	17	vmod
19	9	M	O	20	det
20	nhà_lãnh_đạo	N	O	18	pob
21	ASEAN	Ny	B-ORG	20	nmod
22	,	CH	O	8	punct
23	và	Cc	O	8	coord
24	điều	N	O	27	sub
25	đó	P	O	24	det
26	rất	R	O	27	amod
27	quan_trọng	A	O	8	dep
28	để	E	O	27	prp
29	các	L	O	30	det
30	nhà_lãnh_đạo	N	O	32	sub
31	có_thể	R	O	32	adv
32	hiểu	V	O	28	dep
33	nhau	N	O	32	vmod
34	hơn	A	O	32	vmod
35	,	CH	O	32	punct
36	cùng	A	O	32	vmod
37	đặt	V	O	36	vmod
38	ra	V	O	37	adv
39	những	L	O	40	det
40	mục_tiêu	N	O	37	dob
41	tham_vọng	N	O	40	nmod
42	hơn	A	O	40	nmod
43	để	E	O	40	nmod
44	không	R	O	45	adv
45	bỏ	V	O	43	vmod
46	lỡ	V	O	45	vmod
47	các	L	O	48	det
48	cơ_hội	N	O	46	dob
49	trong	E	O	48	loc
50	khu_vực	N	O	49	pob
51	,	CH	O	40	punct
52	cả	P	O	53	dep
53	về	E	O	40	nmod
54	mặt	N	O	53	pob
55	chính_trị	N	O	54	nmod
56	cũng	R	O	53	dep
57	như	C	O	53	coord
58	kinh_tế	N	O	57	conj
59	.	CH	O	8	punct

1	Giáo_sư	N	O	3	sub
2	Hal_Hill	Np	B-PER	1	nmod
3	cho	V	O	0	root
4	biết	V	O	3	vmod
5	“	M	O	6	det
6	Chiến_lược	N	O	15	sub
7	kinh_tế	N	O	6	nmod
8	Đông_Nam_Á	Np	B-LOC	6	nmod
9	của	E	O	6	nmod
10	Australia	Np	B-LOC	9	pob
11	đến	E	O	6	tmp
12	năm	N	O	11	pob
13	2040	M	O	12	det
14	”	CH	O	3	punct
15	được	V	O	3	vmod
16	ban_hành	V	O	15	vmod
17	hồi	N	O	16	tmp
18	năm_ngoái	N	O	17	nmod
19	là	V	O	15	vmod
20	nỗ_lực	N	O	19	vmod
21	của	E	O	20	nmod
22	Chính_phủ	N	O	21	pob
23	Australia	Np	B-LOC	22	nmod
24	nhằm	V	O	3	vmod
25	nêu	V	O	24	vmod
26	bật	V	O	25	vmod
27	những	L	O	28	det
28	cơ_hội	N	O	26	dob
29	cho	E	O	28	nmod
30	doanh_nghiệp	N	O	29	pob
31	và	Cc	O	30	coord
32	xã_hội	N	O	31	conj
33	Australia	Np	B-LOC	32	nmod
34	trong	E	O	26	vmod
35	việc	N	O	34	pob
36	hợp_tác	V	O	35	nmod
37	chặt_chẽ	A	O	35	nmod
38	với	E	O	26	vmod
39	các	L	O	40	det
40	nước	N	O	38	pob
41	ASEAN	Ny	B-ORG	40	nmod
42	.	CH	O	3	punct

1	Tuy_nhiên	C	O	5	dep
2	,	CH	O	5	punct
3	câu	N	O	5	sub
4	hỏi	V	O	3	nmod
5	đặt	V	O	0	root
6	ra	V	O	5	adv
7	là	C	O	5	coord
8	liệu	V	O	7	conj
9	các	L	O	10	det
10	doanh_nghiệp	N	O	12	sub
11	Australia	Np	B-LOC	10	nmod
12	có	V	O	8	vmod
13	thực_sự	A	O	12	vmod
14	nắm_bắt	V	O	12	vmod
15	được	V	O	14	vmod
16	cơ_hội	N	O	15	dob
17	?	CH	O	5	punct

1	Hiện	N	O	7	tmp
2	các	L	O	3	det
3	nền	N	O	7	sub
4	kinh_tế	N	O	3	nmod
5	ASEAN	Ny	B-ORG	4	nmod
6	đang	R	O	7	adv
7	phát_triển	V	O	0	root
8	nhanh_chóng	A	O	7	vmod
9	và	Cc	O	7	coord
10	Australia	Np	B-LOC	11	sub
11	cần	V	O	9	conj
12	thay_đổi	V	O	11	vmod
13	cách	N	O	12	dob
14	nhìn	V	O	13	nmod
15	của	E	O	13	nmod
16	mình	P	O	15	pob
17	để	E	O	12	prp
18	nắm_bắt	V	O	17	vmod
19	các	L	O	20	det
20	cơ_hội	N	O	18	dob
21	.	CH	O	7	punct

1	Australia	Np	B-LOC	2	sub
2	có	V	O	0	root
3	khá	R	O	5	nmod
4	nhiều	A	O	5	nmod
5	tiềm_năng	N	O	2	dob
6	để	E	O	2	prp
7	khai_thác	V	O	6	vmod
8	,	CH	O	2	punct
9	chẳng_hạn	X	O	16	xadv
10	các	L	O	11	det
11	trường	N	O	16	sub
12	đại_học	N	O	11	nmod
13	của	E	O	11	nmod
14	Australia	Np	B-LOC	13	pob
15	có_thể	R	O	16	adv
16	đóng	V	O	2	vmod
17	vai_trò	N	O	16	dob
18	trong	E	O	17	nmod
19	việc	N	O	18	pob
20	kết_nối	V	O	19	nmod
21	với	E	O	20	vmod
