1	CNN	Ny	B-ORG	2	sub
2	đưa	V	O	0	root
3	tin	N	O	2	dob
4	,	CH	O	3	punct
5	cảnh_sát	N	O	3	nmod
6	ở	E	O	3	loc
7	miền	N	O	6	pob
8	đông	N	O	7	nmod
9	Ấn_Độ	Np	B-LOC	8	nmod
10	đã	R	O	11	adv
11	bắt_giữ	V	O	2	vmod
12	ba	M	O	13	det
13	người	Nc	O	11	dob
14	đàn_ông	N	O	13	nmod
15	bị_cáo	N	O	13	nmod
16	buộc	V	O	13	nmod
17	cưỡng_hiếp	V	O	16	vmod
18	tập_thể	N	O	17	dob
19	một	M	O	20	det
20	du_khách	N	O	16	dob
21	nước_ngoài	N	O	20	nmod
22	và	Cc	O	11	coord
23	tấn_công	V	O	22	conj
24	chồng	N	O	23	dob
25	cô	N	O	24	nmod
26	.	CH	O	2	punct

1	Vẫn	R	O	4	adv
2	còn	R	O	4	adv
3	bốn	M	O	4	det
4	nghi	V	O	0	root
5	phạm	V	O	4	vmod
6	trong	E	O	5	loc
7	vụ	Nc	O	6	pob
8	án	N	O	7	nmod
9	vẫn	R	O	10	adv
10	được	V	O	4	vmod
11	tiếp_tục	V	O	10	vmod
12	được	V	O	11	vmod
13	truy_lùng	V	O	12	vmod
14	.	CH	O	4	punct

1	Pitambar_Singh_Kherwar	Np	B-PER	10	sub
2	,	CH	O	1	punct
3	giám_đốc	N	O	1	nmod
4	cảnh_sát	N	O	3	nmod
5	khu_vực	N	O	3	nmod
6	Dumka	Np	B-LOC	5	nmod
7	ở	E	O	3	loc
8	bang	N	B-LOC	7	pob
9	Jharkhand	Np	I-LOC	8	nmod
10	cho	V	O	0	root
11	biết	V	O	10	vmod
12	,	CH	O	10	punct
13	khi	N	O	23	tmp
14	đi	V	O	13	nmod
15	tuần_tra	V	O	14	vmod
16	cuối	N	O	14	tmp
17	ngày	N	O	16	nmod
18	1	M	O	17	det
19	/	CH	O	17	punct
20	3	M	O	17	det
21	,	CH	O	23	punct
22	họ	P	O	23	sub
23	bắt_gặp	V	O	10	vmod
24	cặp	N	O	23	dob
25	đôi	M	O	26	det
26	du_khách	N	O	27	sub
27	di_chuyển	V	O	23	vmod
28	bằng	E	O	27	mnr
29	xe_máy	N	O	28	pob
30	từ	E	O	27	dir
31	bang	N	B-LOC	30	pob
32	Tây_Bengal	Np	I-LOC	31	nmod
33	đến	V	O	30	pmod
34	nước	N	O	33	pob
35	láng_giềng	N	O	34	nmod
36	Nepal	Np	B-LOC	34	nmod
37	.	CH	O	10	punct

1	Họ	P	O	2	sub
2	được	V	O	0	root
3	đưa	V	O	2	vmod
4	đến	E	O	3	dir
5	bệnh_viện	N	O	4	pob
6	và	Cc	O	2	coord
7	người	Nc	O	9	sub
8	phụ_nữ	N	O	7	nmod
9	báo_cáo	V	O	6	conj
10	với	E	O	9	vmod
11	bác_sĩ	N	O	10	pob
12	rằng	C	O	15	dep
13	cô	N	O	15	sub
14	đã	R	O	15	adv
15	bị	V	O	11	nmod
16	cưỡng_hiếp	V	O	15	vmod
17	.	CH	O	2	punct

1	Ông	Nc	O	4	sub
2	Kherwar	Np	B-PER	1	nmod
3	cũng	R	O	4	adv
4	cho_hay	V	O	0	root
5	,	CH	O	4	punct
6	cảnh_sát	N	O	8	sub
7	đã	R	O	8	adv
8	biết	V	O	4	vmod
9	danh_tính	N	O	12	sub
10	của	E	O	9	nmod
11	những	L	O	12	det
12	nghi	V	O	8	vmod
13	phạm	V	O	12	vmod
14	bị	V	O	13	vmod
15	truy_nã	V	O	14	vmod
16	và	Cc	O	8	coord
17	đã	R	O	18	adv
18	thành_lập	V	O	16	conj
19	một	M	O	20	det
20	đội	N	O	18	dob
21	điều_tra	V	O	20	nmod
22	đặc_biệt	A	O	20	nmod
23	.	CH	O	4	punct

1	Hiện	N	O	3	tmp
2	chưa	R	O	3	amod
3	rõ	A	O	0	root
4	liệu	V	O	3	vmod
5	ba	N	O	6	sub
6	nghi	V	O	4	vmod
7	phạm	V	O	6	vmod
8	bị	V	O	7	vmod
9	bắt	V	O	8	vmod
10	có	V	O	9	vmod
11	đại_diện	N	O	10	dob
12	pháp_lý	N	O	11	nmod
13	hay	C	O	10	vmod
14	không	R	O	10	adv
15	.	CH	O	3	punct

1	Hai	M	O	2	det
2	nạn_nhân	N	O	3	sub
3	đăng	V	O	0	root
4	bài	N	O	3	dob
5	tố_cáo	V	O	4	nmod
6	trên	E	O	4	loc
7	trang	Nc	O	6	pob
8	Instagram	Np	O	7	nmod
9	của	E	O	7	nmod
10	mình	P	O	9	pob
11	bằng	E	O	4	mnr
12	tiếng	N	B-MISC	11	pob
13	Tây_Ban_Nha	Np	I-MISC	12	nmod
14	và	Cc	O	3	coord
15	nói	V	O	14	conj
16	rằng	C	O	18	dep
17	mình	P	O	18	sub
18	là	V	O	15	vmod
19	người	Nc	B-MISC	18	vmod
20	Brazil	Np	I-MISC	19	nmod
21	.	CH	O	3	punct

1	Họ	P	O	2	sub
2	cho	V	O	0	root
3	biết	V	O	2	vmod
4	7	M	O	5	det
5	kẻ	N	O	8	sub
6	lạ_mặt	A	O	5	nmod
7	đã	R	O	8	adv
8	kề	V	O	2	vmod
9	dao	N	O	8	dob
10	vào	E	O	8	loc
11	cổ	N	O	10	pob
