Rubriques,NOM,rubrique
Le,DET:ART,le
général,ADJ,général
Phan_Van_Giang,NAM,Phan_Van_Giang
a,VER:pres,avoir
affirmé,VER:pper,affirmer
que,KON,que
le,DET:ART,le
Vietnam,NAM,Vietnam
souhaitait,VER:impf,souhaiter
collaborer,VER:infi,collaborer
avec,PRP,avec
la,DET:ART,le
République,NOM,république
de,PRP,de
Corée,NAM,Corée
pour,PRP,pour
renforcer,VER:infi,renforcer
davantage,ADV,davantage
les,DET:ART,le
relations,NOM,relation
bilatérales,ADJ,bilatéral
",",PUN,","
au,PRP:det,au
profit,NOM,profit
des,PRP:det,du
deux,NUM,deux
peuples,NOM,peuple
et,KON,et
pour,PRP,pour
contribuer,VER:infi,contribuer
à,PRP,à
la,DET:ART,le
paix,NOM,paix
",",PUN,","
à,PRP,à
la,DET:ART,le
stabilité,NOM,stabilité
",",PUN,","
à,PRP,à
la,DET:ART,le
coopération,NOM,coopération
et,KON,et
au,PRP:det,au
développement,NOM,développement
dans,PRP,dans
la,DET:ART,le
région,NOM,région
et,KON,et
le,DET:ART,le
monde,NOM,monde
.,SENT,.
Reconnaissant,VER:ppre,reconnaître
les,DET:ART,le
résultats,NOM,résultat
du,PRP:det,du
11e,NUM,11e
Dialogue,NOM,dialogue
des,PRP:det,du
politiques,ADJ,politique
de,PRP,de
défense,NOM,défense
Vietnam,NAM,Vietnam
-,PUN,-
République,NOM,république
de,PRP,de
Corée,NAM,Corée
",",PUN,","
le,DET:ART,le
général,ADJ,général
Phan_Van_Giang,NAM,Phan_Van_Giang
a,VER:pres,avoir
également,ADV,également
relevé,VER:pper,relever
l,NOM,l
',PUN,'
amélioration,NOM,amélioration
croissante,ADJ,croissant
des,PRP:det,du
résultats,NOM,résultat
de,PRP,de
la,DET:ART,le
coopération,NOM,coopération
bilatérale,ADJ,bilatéral
en,PRP,en
matière,NOM,matière
de,PRP,de
défense,NOM,défense
",",PUN,","
sur,PRP,sur
la,DET:ART,le
base,NOM,base
des,PRP:det,du
contenus,NOM,contenu
de,PRP,de
coopération,NOM,coopération
convenus,VER:pper,convenir
par,PRP,par
les,DET:ART,le
ministres,NOM,ministre
des,PRP:det,du
deux,NUM,deux
pays,NOM,pays
lors,ADV,lors
de,PRP,de
sa,DET:POS,son
visite,NOM,visite
en,PRP,en
mars,NOM,mars
2023,NUM,@card@
.,SENT,.
Le,DET:ART,le
ministre,NOM,ministre
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
a,VER:pres,avoir
également,ADV,également
salué,VER:pper,saluer
l,NOM,l
',PUN,'
intérêt,NOM,intérêt
et,KON,et
le,DET:ART,le
soutien,NOM,soutien
de,PRP,de
la,DET:ART,le
République,NOM,république
de,PRP,de
Corée,NAM,Corée
aux,PRP:det,au
efforts,NOM,effort
pour,PRP,pour
surmonter,VER:infi,surmonter
les,DET:ART,le
conséquences,NOM,conséquence
de,PRP,de
la,DET:ART,le
guerre,NOM,guerre
au,PRP:det,au
Vietnam,NAM,Vietnam
",",PUN,","
en,PRP,en
particulier,ADJ,particulier
le,DET:ART,le
projet,NOM,projet
"""",PUN:cit,""""
Action,NOM,action
contre,PRP,contre
les,DET:ART,le
mines,NOM,mine
terrestres,ADJ,terrestre
pour,PRP,pour
le,DET:ART,le
village,NOM,village
de,PRP,de
la,DET:ART,le
paix,NOM,paix
Vietnam,NAM,Vietnam
–,ABR,–
République,NOM,république
de,PRP,de
Corée,NAM,Corée
"""",PUN:cit,""""
pour,PRP,pour
nettoyer,VER:infi,nettoyer
les,DET:ART,le
zones,NOM,zone
contaminées,VER:pper,contaminer
par,PRP,par
des,PRP:det,du
bombes,NOM,bombe
et,KON,et
mines,NOM,mine
au,PRP:det,au
Vietnam,NAM,Vietnam
.,SENT,.
