Rubriques,NOM,rubrique
Lors,ADV,lors
de,PRP,de
leur,DET:POS,leur
entretien,NOM,entretien
",",PUN,","
Phan_Van_Giang,NAM,Phan_Van_Giang
et,KON,et
le,DET:ART,le
ministre,NOM,ministre
indien,ADJ,indien
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
",",PUN,","
Shri,NAM,Shri
Rajnath_Singh,NAM,Rajnath_Singh
",",PUN,","
ont,VER:pres,avoir
partagé,VER:pper,partager
le,DET:ART,le
point,NOM,point
de,PRP,de
vue,NOM,vue
selon,PRP,selon
lequel,PRO:REL,lequel
la,DET:ART,le
visite,NOM,visite
officielle,ADJ,officiel
du,PRP:det,du
premier,NOM,premier
en,PRP,en
Inde,NAM,Inde
en,PRP,en
juin,NOM,juin
a,VER:pres,avoir
généré,VER:pper,générer
une,DET:ART,un
force,NOM,force
motrice,ADJ,motrice
pour,PRP,pour
le,DET:ART,le
développement,NOM,développement
efficace,ADJ,efficace
et,KON,et
pratique,ADJ,pratique
des,PRP:det,du
relations,NOM,relation
bilatérales,ADJ,bilatéral
en,PRP,en
matière,NOM,matière
de,PRP,de
défense,NOM,défense
.,SENT,.
Les,DET:ART,le
deux,NUM,deux
parties,NOM,partie
sont,VER:pres,être
convenues,VER:pper,convenir
de,PRP,de
faciliter,VER:infi,faciliter
l,VER:pper,l
',PUN,'
échange,NOM,échange
de,PRP,de
délégations,NOM,délégation
à,PRP,à
tous,PRO:IND,tout
les,DET:ART,le
niveaux,NOM,niveau
",",PUN,","
en,PRP,en
particulier,ADJ,particulier
les,DET:ART,le
visites,NOM,visite
et,KON,et
réunions,NOM,réunion
de,PRP,de
haut,ADJ,haut
niveau,NOM,niveau
",",PUN,","
ainsi,KON,ainsi
que,KON,que
de,PRP,de
maintenir,VER:infi,maintenir
et,KON,et
d,VER:subi,d
',PUN,'
améliorer,VER:infi,améliorer
l,VER:pper,l
',PUN,'
efficacité,NOM,efficacité
des,PRP:det,du
mécanismes,NOM,mécanisme
de,PRP,de
dialogue,NOM,dialogue
et,KON,et
de,PRP,de
consultation,NOM,consultation
",",PUN,","
notamment,ADV,notamment
le,DET:ART,le
14e,NUM,14e
dialogue,NOM,dialogue
sur,PRP,sur
la,DET:ART,le
politique,NOM,politique
de,PRP,de
défense,NOM,défense
au,PRP:det,au
niveau,NOM,niveau
des,PRP:det,du
vice,NOM,vice
-,PUN,-
ministres,NOM,ministre
en,PRP,en
Inde,NAM,Inde
et,KON,et
le,DET:ART,le
quatrième,NUM,quatrième
exercice,NOM,exercice
conjoint,VER:pper,conjoindre
sur,PRP,sur
le,DET:ART,le
terrain,NOM,terrain
visant,VER:ppre,viser
à,PRP,à
maintenir,VER:infi,maintenir
la,DET:ART,le
paix,NOM,paix
au,PRP:det,au
Vietnam,NAM,Vietnam
le,DET:ART,le
mois,NOM,mois|moi
prochain,ADJ,prochain
.,SENT,.
