Rubriques,NOM,rubrique
Le,DET:ART,le
Vietnam,NAM,Vietnam
et,KON,et
l,VER:simp,l
',PUN,'
Italie,NAM,Italie
se,PRO:PER,se
sont,VER:pres,être
mis,VER:pper,mettre
d,VER:pper,d
',PUN,'
accord,NOM,accord
sur,PRP,sur
l,NOM,l
',PUN,'
orientation,NOM,orientation
visant,VER:ppre,viser
à,PRP,à
renforcer,VER:infi,renforcer
la,DET:ART,le
coopération,NOM,coopération
en,PRP,en
matière,NOM,matière
de,PRP,de
défense,NOM,défense
dans,PRP,dans
divers,ADJ,divers
domaines,NOM,domaine
",",PUN,","
en,PRP,en
se,PRO:PER,se
concentrant,VER:ppre,concentrer
sur,PRP,sur
l,NOM,l
',PUN,'
échange,NOM,échange
de,PRP,de
délégations,NOM,délégation
à,PRP,à
tous,PRO:IND,tout
les,DET:ART,le
niveaux,NOM,niveau
",",PUN,","
la,DET:ART,le
formation,NOM,formation
des,PRP:det,du
ressources,NOM,ressource
humaines,ADJ,humain
",",PUN,","
l,VER:pper,l
',PUN,'
industrie,NOM,industrie
de,PRP,de
la,DET:ART,le
défense,NOM,défense
et,KON,et
le,DET:ART,le
transfert,NOM,transfert
de,PRP,de
technologie,NOM,technologie
.,SENT,.
Un,DET:ART,un
tel,PRO:DEM,tel
consensus,NOM,consensus
a,VER:pres,avoir
été,VER:pper,être
annoncé,VER:pper,annoncer
lors,ADV,lors
du,PRP:det,du
quatrième,NUM,quatrième
dialogue,NOM,dialogue
sur,PRP,sur
la,DET:ART,le
politique,NOM,politique
de,PRP,de
défense,NOM,défense
Vietnam,NAM,Vietnam
-,PUN,-
Italie,NAM,Italie
à,PRP,à
Rome,NAM,Rome
",",PUN,","
coprésidé,VER:pper,coprésider
par,PRP,par
le,DET:ART,le
membre,NOM,membre
du,PRP:det,du
Comité,NOM,comité
central,ADJ,central
du,PRP:det,du
Parti,NOM,parti
communiste,ADJ,communiste
du,PRP:det,du
Vietnam,NAM,Vietnam
et,KON,et
vice,ADV,vice
-,PUN,-
ministre,NOM,ministre
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
",",PUN,","
