Rubriques,NOM,rubrique
La,DET:ART,le
diplomatie,NOM,diplomatie
de,PRP,de
défense,NOM,défense
est,VER:pres,être
une,DET:ART,un
partie,NOM,partie
importante,ADJ,important
des,PRP:det,du
activités,NOM,activité
diplomatiques,ADJ,diplomatique
du,PRP:det,du
Parti,NOM,parti
et,KON,et
de,PRP,de
l,ADJ,l
’,NAM,’
Etat,NAM,Etat
.,SENT,.
Au,PRP:det,au
cours,NOM,cours|cour
des,PRP:det,du
dernières,ADJ,dernier
années,NOM,année
",",PUN,","
de,PRP,de
nombreuses,ADJ,nombreux
activités,NOM,activité
ont,VER:pres,avoir
été,VER:pper,être
mises,VER:pper,mettre
en,PRP,en
œuvre,NOM,œuvre
de,PRP,de
façon,NOM,façon
efficace,ADJ,efficace
",",PUN,","
apportant,VER:ppre,apporter
des,PRP:det,du
contributions,NOM,contribution
positives,ADJ,positif
au,PRP:det,au
processus,NOM,processus
d,ADJ,d
',PUN,'
intégration,NOM,intégration
internationale,ADJ,international
du,PRP:det,du
pays,NOM,pays
",",PUN,","
à,PRP,à
la,DET:ART,le
réalisation,NOM,réalisation
du,PRP:det,du
principe,NOM,principe
de,PRP,de
défendre,VER:infi,défendre
la,DET:ART,le
Patrie,NOM,patrie
de,PRP,de
loin,ADV,loin
",",PUN,","
par,PRP,par
des,PRP:det,du
moyens,NOM,moyen
pacifiques,ADJ,pacifique
.,SENT,.
En,PRP,en
2022,NUM,@card@
",",PUN,","
de,PRP,de
riches,ADJ,riche
activités,NOM,activité
ont,VER:pres,avoir
été,VER:pper,être
organisées,VER:pper,organiser
",",PUN,","
contribuant,VER:ppre,contribuer
à,PRP,à
améliorer,VER:infi,améliorer
la,DET:ART,le
position,NOM,position
internationale,ADJ,international
et,KON,et
le,DET:ART,le
prestige,NOM,prestige
du,PRP:det,du
Vietnam,NAM,Vietnam
et,KON,et
de,PRP,de
son,DET:POS,son
Armée,NOM,armée
populaire,ADJ,populaire
.,SENT,.
On,PRO:PER,on
peut,VER:pres,pouvoir
citer,VER:infi,citer
",",PUN,","
entre,PRP,entre
autres,ADJ,autre
",",PUN,","
les,DET:ART,le
échanges,NOM,échange
d,VER:futu,d
’,ADJ,’
amitié,NOM,amitié
de,PRP,de
défense,NOM,défense
frontalière,ADJ,frontalier
Vietnam,NAM,Vietnam
-,PUN,-
Chine,NAM,Chine
et,KON,et
