Rubriques,NOM,rubrique
Le_Seoul,NAM,Le_Seoul
ADEX,NAM,ADEX
2023,NUM,@card@
(,PUN,(
Seoul,NOM,Seoul
International,ADJ,international
Aerospace,ADJ,Aerospace
&,SYM,&
Defense_Exhibition,NAM,Defense_Exhibition
),PUN,)
se,PRO:PER,se
tient,VER:pres,tenir
à,PRP,à
l,NOM,l
',PUN,'
aéroport,NOM,aéroport
de,PRP,de
Séoul,NAM,Séoul
",",PUN,","
ville,NOM,ville
de,PRP,de
Seongnam,NAM,Seongnam
",",PUN,","
province,NOM,province
du,PRP:det,du
Gyeonggi,NAM,Gyeonggi
.,SENT,.
La,DET:ART,le
délégation,NOM,délégation
vietnamienne,ADJ,vietnamien
a,VER:pres,avoir
assisté,VER:pper,assister
à,PRP,à
la,DET:ART,le
cérémonie,NOM,cérémonie
d,ADJ,d
',PUN,'
ouverture,NOM,ouverture
de,PRP,de
ce,PRO:DEM,ce
salon,NOM,salon
qui,PRO:REL,qui
s,VER:subi,s
',PUN,'
est,VER:pres,être
tenue,VER:pper,tenir
dans,PRP,dans
la,DET:ART,le
matinée,NOM,matinée
du,PRP:det,du
17,NUM,@card@
octobre,NOM,octobre
",",PUN,","
avec,PRP,avec
la,DET:ART,le
participation,NOM,participation
de,PRP,de
plus,ADV,plus
de,PRP,de
114,NUM,@card@
officiers,NOM,officier
militaires,ADJ,militaire
et,KON,et
de,PRP,de
défense,NOM,défense
de,PRP,de
55,NUM,@card@
pays,NOM,pays
.,SENT,.
La,DET:ART,le
délégation,NOM,délégation
vietnamienne,ADJ,vietnamien
a,VER:pres,avoir
visité,VER:pper,visiter
tous,PRO:IND,tout
les,DET:ART,le
stands,NOM,stand
",",PUN,","
s,NOM,s
’,NAM,’
est,VER:pres,être
renseignée,VER:pper,renseigner
sur,PRP,sur
des,PRP:det,du
produits,NOM,produit
",",PUN,","
des,PRP:det,du
opportunités,NOM,opportunité
de,PRP,de
coopération,NOM,coopération
et,KON,et
le,DET:ART,le
processus,NOM,processus
d,ADJ,d
',PUN,'
organisation,NOM,organisation
d,ADJ,d
',PUN,'
événements,NOM,événement
de,PRP,de
la,DET:ART,le
partie,NOM,partie
sud,ADJ,sud
-,PUN,-
coréenne,ADJ,coréen
.,SENT,.
