Rubriques,NOM,rubrique
Le,DET:ART,le
général,ADJ,général
Nguyen_Tan,NAM,Nguyen_Tan
Cuong,NAM,Cuong
a,VER:pres,avoir
informé,VER:pper,informer
son,DET:POS,son
interlocuteur,NOM,interlocuteur
des,PRP:det,du
résultats,NOM,résultat
de,PRP,de
son,DET:POS,son
entretien,NOM,entretien
avec,PRP,avec
le,DET:ART,le
chef,NOM,chef
d,ADJ,d
',PUN,'
état,NOM,état
-,PUN,-
major,NOM,major
interarmées,ADJ,interarmées
des,PRP:det,du
forces,NOM,force|forces
d,ADJ,d
',PUN,'
autodéfense,NOM,autodéfense
du,PRP:det,du
Japon,NAM,Japon
",",PUN,","
Yoshida,NAM,Yoshida
Yoshihide,NAM,Yoshihide
avant,PRP,avant
de,PRP,de
proposer,VER:infi,proposer
au,PRP:det,au
ministre,NOM,ministre
Kihara,VER:futu,Kihara
Minoru,VER:pper,Minoru
de,PRP,de
prêter,VER:infi,prêter
attention,NOM,attention
et,KON,et
diriger,VER:infi,diriger
des,PRP:det,du
organes,NOM,organe
concernés,VER:pper,concerner
pour,PRP,pour
mettre,VER:infi,mettre
en,PRO:PER,en
œuvre,VER:pres,œuvrer
efficacement,ADV,efficacement
les,DET:ART,le
contenus,NOM,contenu
de,PRP,de
coopération,NOM,coopération
bilatérale,ADJ,bilatéral
déjà,ADV,déjà
conclus,VER:pper,conclure
.,SENT,.
Soulignant,VER:ppre,souligner
que,KON,que
l,VER:subi,l
',PUN,'
aide,NOM,aide
humanitaire,ADJ,humanitaire
et,KON,et
le,DET:ART,le
règlement,NOM,règlement
des,PRP:det,du
conséquences,NOM,conséquence
de,PRP,de
la,DET:ART,le
guerre,NOM,guerre
étaient,VER:impf,être
des,PRP:det,du
domaines,NOM,domaine
de,PRP,de
coopération,NOM,coopération
toujours,ADV,toujours
appréciés,VER:pper,apprécier
des,PRP:det,du
deux,NUM,deux
parties,NOM,partie
",",PUN,","
le,DET:ART,le
général,ADJ,général
Nguyen_Tan,NAM,Nguyen_Tan
Cuong,NAM,Cuong
a,VER:pres,avoir
proposé,VER:pper,proposer
aux,PRP:det,au
ministères,NOM,ministère
japonais,ADJ,japonais
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
et,KON,et
des,PRP:det,du
Affaires,NOM,affaire
étrangères,ADJ,étranger
",",PUN,","
à,PRP,à
l,NOM,l
',PUN,'
Agence,NOM,agence
japonaise,ADJ,japonais
de,PRP,de
coopération,NOM,coopération
internationale,ADJ,international
(,PUN,(
JICA,NAM,JICA
),PUN,)
et,KON,et
à,PRP,à
d,NOM,d
’,ADJ,’
autres,ADJ,autre
agences,NOM,agence
connexes,ADJ,connexe
de,PRP,de
renforcer,VER:infi,renforcer
la,DET:ART,le
coopération,NOM,coopération
avec,PRP,avec
le,DET:ART,le
ministère,NOM,ministère
vietnamien,ADJ,vietnamien
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
dans,PRP,dans
ces,PRO:DEM,ce
domaines,NOM,domaine
",",PUN,","
notamment,ADV,notamment
dans,PRP,dans
des,PRP:det,du
projets,NOM,projet
de,PRP,de
déminage,NOM,déminage
et,KON,et
de,PRP,de
désintoxication,NOM,désintoxication
de,PRP,de
dioxine,NOM,dioxine
.,SENT,.
Le,DET:ART,le
général,ADJ,général
Nguyen_Tan,NAM,Nguyen_Tan
Cuong,NAM,Cuong
a,VER:pres,avoir
également,ADV,également
déclaré,VER:pper,déclarer
remercier,VER:infi,remercier
le,DET:ART,le
ministère,NOM,ministère
japonais,ADJ,japonais
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
",",PUN,","
des,PRP:det,du
Forces,NOM,force|forces
d,ADJ,d
',PUN,'
autodéfense,NOM,autodéfense
japonaises,ADJ,japonais
et,KON,et
des,PRP:det,du
entreprises,NOM,entreprise
japonaises,ADJ,japonais
de,PRP,de
l,NOM,l
',PUN,'
industrie,NOM,industrie
de,PRP,de
défense,NOM,défense
d,VER:cond,d
’,ADJ,’
avoir,NOM,avoir
accordé,VER:pper,accorder
l,VER:simp,l
’,ADJ,’
attention,NOM,attention
et,KON,et
le,DET:ART,le
soutien,NOM,soutien
au,PRP:det,au
Salon,NOM,salon
international,ADJ,international
de,PRP,de
la,DET:ART,le
défense,NOM,défense
du,PRP:det,du
Vietnam,NAM,Vietnam
2022,NUM,@card@
avant,PRP,avant
d,NOM,d
’,ABR,’
exprimer,VER:infi,exprimer
le,DET:ART,le
souhait,NOM,souhait
de,PRP,de
les,PRO:PER,la|le
accueillir,VER:infi,accueillir
lors,ADV,lors
de,PRP,de
l,NOM,l
’,ABR,’
édition,NOM,édition
2024,NUM,@card@
.,SENT,.
Pour_sa,VER:simp,Pour_sa
part,NOM,part
",",PUN,","
le,DET:ART,le
ministre,NOM,ministre
Kihara_Minoru,NAM,Kihara_Minoru
a,VER:pres,avoir
déclaré,VER:pper,déclarer
que,KON,que
les,DET:ART,le
relations,NOM,relation
Vietnam,NAM,Vietnam
-,PUN,-
Japon,NAM,Japon
dans,PRP,dans
la,DET:ART,le
défense,NOM,défense
entraient,VER:impf,entrer
dans,PRP,dans
une,DET:ART,un
nouvelle,ADJ,nouveau
étape,NOM,étape
de,PRP,de
développement,NOM,développement
",",PUN,","
ouvrant,VER:ppre,ouvrir|ouvrer
de,PRP,de
nouvelles,ADJ,nouveau
opportunités,NOM,opportunité
de,PRP,de
coopération,NOM,coopération
dans,PRP,dans
de,PRP,de
nombreux,ADJ,nombreux
domaines,NOM,domaine
entre,PRP,entre
les,DET:ART,le
ministères,NOM,ministère
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
des,PRP:det,du
deux,NUM,deux
pays,NOM,pays
.,SENT,.
Il,PRO:PER,il
a,VER:pres,avoir
déclaré,VER:pper,déclarer
espérer,VER:infi,espérer
que,KON,que
ces,PRO:DEM,ce
relations,NOM,relation
devraient,VER:cond,devoir
porter,VER:infi,porter
à,PRP,à
une,DET:ART,un
nouvelle,ADJ,nouveau
hauteur,NOM,hauteur
et,KON,et
devenir,VER:infi,devenir
de,PRP,de
plus,ADV,plus
en,PRP,en
plus,ADV,plus
profondes,ADJ,profond
et,KON,et
efficaces,ADJ,efficace
.,SENT,.
Entretien,NOM,entretien
entre,PRP,entre
le,DET:ART,le
général,ADJ,général
Nguyen_Tan_Cuong,NOM,Nguyen_Tan_Cuong
(,PUN,(
droite,ADJ,droit
),PUN,)
et,KON,et
le,DET:ART,le
chef,NOM,chef
d,ADJ,d
',PUN,'
état,NOM,état
-,PUN,-
major,NOM,major
interarmées,ADJ,interarmées
des,PRP:det,du
forces,NOM,force|forces
d,ADJ,d
',PUN,'
autodéfense,NOM,autodéfense
du,PRP:det,du
Japon,NAM,Japon
",",PUN,","
Yoshida_Yoshihide,NAM,Yoshida_Yoshihide
.,SENT,.
Photo,NOM,photo
:,PUN,:
VNA,VER:simp,VNA
Le,DET:ART,le
même,ADJ,même
jour,NOM,jour
",",PUN,","
le,DET:ART,le
général,ADJ,général
Nguyen_Tan,NAM,Nguyen_Tan
Cuong,NAM,Cuong
a,VER:pres,avoir
eu,VER:pper,avoir
un,DET:ART,un
entretien,NOM,entretien
avec,PRP,avec
le,DET:ART,le
chef,NOM,chef
d,ADJ,d
',PUN,'
état,NOM,état
-,PUN,-
major,NOM,major
interarmées,ADJ,interarmées
des,PRP:det,du
forces,NOM,force|forces
d,ADJ,d
',PUN,'
autodéfense,NOM,autodéfense
du,PRP:det,du
Japon,NAM,Japon
",",PUN,","
Yoshida_Yoshihide,NAM,Yoshida_Yoshihide
