Rubriques,NOM,rubrique
Lors,ADV,lors
de,PRP,de
la,DET:ART,le
réception,NOM,réception
",",PUN,","
Huynh,NAM,Huynh
Chiên_Thang,NAM,Chiên_Thang
a,VER:pres,avoir
hautement,ADV,hautement
apprécié,VER:pper,apprécier
le,DET:ART,le
soutien,NOM,soutien
efficace,ADJ,efficace
du,PRP:det,du
ministère,NOM,ministère
japonais,ADJ,japonais
de,PRP,de
la,DET:ART,le
Défense,NAM,Défense
et,KON,et
de,PRP,de
la,DET:ART,le
JSDF,NAM,JSDF
à,PRP,à
travers,NOM,travers
des,PRP:det,du
programmes,NOM,programme
visant,VER:ppre,viser
à,PRP,à
renforcer,VER:infi,renforcer
les,DET:ART,le
capacités,NOM,capacité
",",PUN,","
à,PRP,à
surmonter,VER:infi,surmonter
les,DET:ART,le
conséquences,NOM,conséquence
de,PRP,de
l,NOM,l
',PUN,'
après,ADV,après
-,PUN,-
guerre,NOM,guerre
et,KON,et
à,PRP,à
assurer,VER:infi,assurer
la,DET:ART,le
sécurité,NOM,sécurité
maritime,ADJ,maritime
.,SENT,.
Il,PRO:PER,il
espère,VER:pres,espérer
que,KON,que
les,DET:ART,le
deux,NUM,deux
parties,NOM,partie
continueront,VER:futu,continuer
à,PRP,à
mettre,VER:infi,mettre
en,PRO:PER,en
œuvre,VER:pres,œuvrer
efficacement,ADV,efficacement
les,DET:ART,le
programmes,NOM,programme
de,PRP,de
coopération,NOM,coopération
.,SENT,.
Huynh,NAM,Huynh
Chiên_Thang,NAM,Chiên_Thang
a,VER:pres,avoir
salué,VER:pper,saluer
les,DET:ART,le
activités,NOM,activité
d,ADJ,d
',PUN,'
échange,NOM,échange
de,PRP,de
défense,NOM,défense
entre,PRP,entre
les,DET:ART,le
deux,NUM,deux
parties,NOM,partie
",",PUN,","
notamment,ADV,notamment
le,DET:ART,le
programme,NOM,programme
d,ADJ,d
',PUN,'
échange,NOM,échange
entre,PRP,entre
officiers,NOM,officier
vietnamiens,ADJ,vietnamien
et,KON,et
japonais,ADJ,japonais
soutenu,VER:pper,soutenir
par,PRP,par
la,DET:ART,le
Fondation,NOM,fondation
Sasakawa,NAM,Sasakawa
pour,PRP,pour
la,DET:ART,le
paix,NOM,paix
au,PRP:det,au
cours,NOM,cours|cour
des,PRP:det,du
six,NUM,six
dernières,ADJ,dernier
années,NOM,année
.,SENT,.
