Rubriques,NOM,rubrique
Les,DET:ART,le
deux,NUM,deux
parties,NOM,partie
ont,VER:pres,avoir
discuté,VER:pper,discuter
de,PRP,de
la,DET:ART,le
situation,NOM,situation
mondiale,ADJ,mondial
et,KON,et
régionale,ADJ,régional
et,KON,et
des,PRP:det,du
questions,NOM,question
d,ADJ,d
',PUN,'
intérêt,NOM,intérêt
commun,ADJ,commun
",",PUN,","
appréciant,VER:ppre,apprécier
le,DET:ART,le
rôle,NOM,rôle
de,PRP,de
l,NOM,l
',PUN,'
ASEAN,ABR,ASEAN
et,KON,et
les,DET:ART,le
mécanismes,NOM,mécanisme
dirigés,VER:pper,diriger
par,PRP,par
l,NOM,l
',PUN,'
ASEAN,ABR,ASEAN
.,SENT,.
Hoàng_Xuân_Chiên,NAM,Hoàng_Xuân_Chiên
a,VER:pres,avoir
souligné,VER:pper,souligner
que,KON,que
le,DET:ART,le
Vietnam,NAM,Vietnam
était,VER:impf,être
cohérent,ADJ,cohérent
avec,PRP,avec
sa,DET:POS,son
politique,NOM,politique
étrangère,ADJ,étranger
d,NOM,d
',PUN,'
indépendance,NOM,indépendance
",",PUN,","
d,NOM,d
',PUN,'
autonomie,NOM,autonomie
",",PUN,","
de,PRP,de
paix,NOM,paix
et,KON,et
d,NOM,d
',PUN,'
amitié,NOM,amitié
",",PUN,","
de,PRP,de
multilatéralisation,NOM,multilatéralisation
",",PUN,","
de,PRP,de
diversification,NOM,diversification
et,KON,et
de,PRP,de
politiques,ADJ,politique
de,PRP,de
défense,NOM,défense
des,PRP:det,du
«,PUN:cit,«
quatre,NUM,quatre
non,ADV,non
»,PUN:cit,»
:,PUN,:
ne,ADV,ne
pas,ADV,pas
participer,VER:infi,participer
aux,PRP:det,au
alliances,NOM,alliance
militaires,ADJ,militaire
;,PUN,;
ne,ADV,ne
pas,ADV,pas
associer,VER:infi,associer
à,PRP,à
un,DET:ART,un
pays,NOM,pays
pour,PRP,pour
combattre,VER:infi,combattre
un,DET:ART,un
autre,ADJ,autre
;,PUN,;
ne,ADV,ne
pas,ADV,pas
permettre,VER:infi,permettre
aux,PRP:det,au
pays,NOM,pays
étrangers,ADJ,étranger
d,VER:simp,d
’,ABR,’
établir,VER:infi,établir
des,PRP:det,du
bases,NOM,base
militaires,ADJ,militaire
ou,KON,ou
d,NOM,d
’,ADJ,’
utiliser,VER:infi,utiliser
le,DET:ART,le
territoire,NOM,territoire
national,ADJ,national
pour,PRP,pour
combattre,VER:infi,combattre
d,VER:futu,d
’,NAM,’
autres,ADJ,autre
;,PUN,;
ne,ADV,ne
pas,ADV,pas
recourir,VER:infi,recourir
à,PRP,à
la,DET:ART,le
force,NOM,force
ni,KON,ni
menacer,VER:infi,menacer
de,PRP,de
recourir,VER:infi,recourir
à,PRP,à
la,DET:ART,le
force,NOM,force
dans,PRP,dans
les,DET:ART,le
relations,NOM,relation
internationales,ADJ,international
.,SENT,.
Concernant,VER:ppre,concerner
la,DET:ART,le
question,NOM,question
de,PRP,de
la,DET:ART,le
Mer_Orientale,NOM,Mer_Orientale
",",PUN,","
la,DET:ART,le
position,NOM,position
constante,ADJ,constant
du,PRP:det,du
Vietnam,NAM,Vietnam
est,VER:pres,être
de,PRP,de
persévérer,VER:infi,persévérer
dans,PRP,dans
la,DET:ART,le
résolution,NOM,résolution
des,PRP:det,du
désaccords,NOM,désaccord
par,PRP,par
des,PRP:det,du
moyens,NOM,moyen
pacifiques,ADJ,pacifique
",",PUN,","
sur,PRP,sur
la,DET:ART,le
base,NOM,base
du,PRP:det,du
droit,NOM,droit
international,ADJ,international
",",PUN,","
notamment,ADV,notamment
de,PRP,de
la,DET:ART,le
Convention,NOM,convention
des,PRP:det,du
Nations,NOM,nation
Unies,VER:pper,unir
sur,PRP,sur
le,DET:ART,le
droit,NOM,droit
de,PRP,de
la,DET:ART,le
mer,NOM,mer
de,PRP,de
1982,NUM,@card@
.,SENT,.
Les,DET:ART,le
deux,NUM,deux
parties,NOM,partie
sont,VER:pres,être
convenues,VER:pper,convenir
de,PRP,de
poursuivre,VER:infi,poursuivre
leurs,DET:POS,leur
efforts,NOM,effort
